,name,tl_y,tl_x,br_y,br_x,type,center,side,board,offset_x,offset_y,time
638,1|R22,22.4843,212.2164,23.11124,212.5938,0,0,0,0,0,0,0.002366
639,1|R220,45.74195,280.0885,46.48031,280.8524,0,0,0,0,0,0,0.00564
640,1|R221,45.3653,278.9797,46.22508,279.6037,0,0,0,0,0,0,0.005365
641,1|R222,47.87329,277.8894,48.50023,278.2668,0,0,0,0,0,0,0.002366
642,1|R223,47.91411,277.1644,48.59707,277.4273,0,0,0,0,0,0,0.001796
643,1|R224,48.09935,276.4674,48.81757,276.6077,0,0,0,0,0,0,0.001008
644,1|R225,48.42356,275.8206,49.15523,275.834,0,0,0,0,0,0,9.80E-05
645,1|R226,48.87792,275.1271,49.60081,275.2409,0,0,0,0,0,0,0.000823
646,1|R227,49.44831,274.5099,50.14045,274.7475,0,0,0,0,0,0,0.001645
647,1|R228,50.11628,274.0023,50.75663,274.3565,0,0,0,0,0,0,0.002268
648,1|R229,50.86302,273.6171,51.43214,274.0772,0,0,0,0,0,0,0.002619
649,1|R23,24.11029,212.2164,24.73723,212.5938,0,0,0,0,0,0,0.002366
650,1|R230,51.66546,273.368,52.14605,273.9198,0,0,0,0,0,0,0.002652
651,1|R231,52.49823,273.2622,52.87569,273.8892,0,0,0,0,0,0,0.002367
652,1|R232,53.33777,273.3021,53.60063,273.985,0,0,0,0,0,0,0.001795
653,1|R233,54.15633,273.4873,54.2966,274.2055,0,0,0,0,0,0,0.001007
654,1|R234,54.93104,273.8125,54.94447,274.5442,0,0,0,0,0,0,9.83E-05
655,1|R235,55.52413,274.2659,55.63797,274.9887,0,0,0,0,0,0,0.000823
656,1|R236,56.01654,274.8363,56.25417,275.5284,0,0,0,0,0,0,0.001645
657,1|R237,56.40853,275.5052,56.76274,276.1456,0,0,0,0,0,0,0.002268
658,1|R238,56.68789,276.252,57.14792,276.8211,0,0,0,0,0,0,0.002618
659,1|R239,56.84523,277.0534,57.39709,277.534,0,0,0,0,0,0,0.002652
660,1|R24,25.60829,212.2164,26.23523,212.5938,0,0,0,0,0,0,0.002366
661,1|R240A,56.78006,278.7257,57.46302,278.9886,0,0,0,0,0,0,0.001796
662,1|R240B,56.87589,277.8872,57.50283,278.2646,0,0,0,0,0,0,0.002366
663,1|R241,56.55955,279.5453,57.27777,279.6855,0,0,0,0,0,0,0.001007
664,1|R242,56.2209,280.32,56.95257,280.3334,0,0,0,0,0,0,9.80E-05
665,1|R243,55.77533,280.9121,56.49822,281.0259,0,0,0,0,0,0,0.000823
666,1|R244,55.23667,281.4055,55.92881,281.6431,0,0,0,0,0,0,0.001645
667,1|R245,54.61949,281.7975,55.25984,282.1517,0,0,0,0,0,0,0.002268
668,1|R246,53.94398,282.0758,54.5131,282.5359,0,0,0,0,0,0,0.002619
669,1|R247,53.23108,282.2332,53.71167,282.785,0,0,0,0,0,0,0.002652
670,1|R248,52.50043,282.2648,52.87789,282.8918,0,0,0,0,0,0,0.002367
671,1|R249,51.7765,282.168,52.03936,282.8509,0,0,0,0,0,0,0.001795
672,1|R25,18.21524,210.5652,18.5927,211.1922,0,0,0,0,0,0,0.002367
673,1|R250,51.07952,281.9475,51.21979,282.6657,0,0,0,0,0,0,0.001007
674,1|R251,50.43165,281.6099,50.44508,282.3415,0,0,0,0,0,0,9.83E-05
675,1|R252,49.73915,281.1643,49.85299,281.8871,0,0,0,0,0,0,0.000823
676,1|R254,49.12197,280.6246,49.3596,281.3167,0,0,0,0,0,0,0.001645
677,1|R255,48.61339,280.0084,48.9676,280.6488,0,0,0,0,0,0,0.002268
678,1|R256,48.22821,279.3329,48.68824,279.902,0,0,0,0,0,0,0.002618
679,1|R257,47.98004,278.619,48.5319,279.0996,0,0,0,0,0,0,0.002652
680,1|R258,49.45772,277.9744,49.91586,278.1817,0,0,0,0,0,0,0.00095
681,1|R259,49.48903,277.4945,49.97622,277.6192,0,0,0,0,0,0,0.000608
682,1|R26,20.14523,210.5652,20.52269,211.1922,0,0,0,0,0,0,0.002367
683,1|R260,49.61679,277.0315,50.11823,277.0696,0,0,0,0,0,0,0.000191
684,1|R261,49.83822,276.5525,50.33867,276.602,0,0,0,0,0,0,0.000248
685,1|R262,50.14629,276.0802,50.63055,276.2158,0,0,0,0,0,0,0.000657
686,1|R263,50.53178,275.6689,50.98512,275.8865,0,0,0,0,0,0,0.000986
687,1|R264,50.98218,275.3319,51.39084,275.625,0,0,0,0,0,0,0.001198
688,1|R265,51.48486,275.0774,51.83642,275.437,0,0,0,0,0,0,0.001264
689,1|R266,52.02392,274.9133,52.30769,275.3285,0,0,0,0,0,0,0.001178
690,1|R267,52.58332,274.8467,52.79069,275.3048,0,0,0,0,0,0,0.00095
691,1|R268,53.14592,274.877,53.27059,275.3642,0,0,0,0,0,0,0.000607
692,1|R269,53.69442,275.0057,53.73259,275.5072,0,0,0,0,0,0,0.000191
693,1|R27,21.82223,210.5652,22.19969,211.1922,0,0,0,0,0,0,0.002367
694,1|R270,54.16304,275.2272,54.21253,275.7276,0,0,0,0,0,0,0.000248
695,1|R271,54.54826,275.5342,54.6839,276.0185,0,0,0,0,0,0,0.000657
696,1|R272,54.87752,275.9197,55.09519,276.373,0,0,0,0,0,0,0.000987
697,1|R273,55.1401,276.3711,55.43318,276.7798,0,0,0,0,0,0,0.001198
698,1|R274,55.3281,276.8728,55.68769,277.2243,0,0,0,0,0,0,0.001264
699,1|R275,55.43654,277.4129,55.85172,277.6966,0,0,0,0,0,0,0.001178
700,1|R276,55.46026,277.9723,55.9184,278.1796,0,0,0,0,0,0,0.00095
701,1|R277,55.4009,278.5349,55.88809,278.6595,0,0,0,0,0,0,0.000607
702,1|R278,55.25789,279.0834,55.75933,279.1215,0,0,0,0,0,0,0.000191
703,1|R279,55.03747,279.552,55.53792,279.6015,0,0,0,0,0,0,0.000248
704,1|R28,23.24423,210.5652,23.62169,211.1922,0,0,0,0,0,0,0.002367
705,1|R280,54.74558,279.9372,55.22984,280.0728,0,0,0,0,0,0,0.000657
706,1|R281,54.39102,280.2665,54.84436,280.4841,0,0,0,0,0,0,0.000986
707,1|R282,53.98528,280.529,54.39394,280.8221,0,0,0,0,0,0,0.001198
708,1|R283,53.5397,280.717,53.89126,281.0766,0,0,0,0,0,0,0.001264
709,1|R284,53.06844,280.8245,53.35221,281.2396,0,0,0,0,0,0,0.001178
710,1|R285,52.58543,280.8492,52.7928,281.3073,0,0,0,0,0,0,0.00095
711,1|R286,52.10554,280.7888,52.23021,281.276,0,0,0,0,0,0,0.000607
712,1|R287,51.64353,280.6468,51.6817,281.1483,0,0,0,0,0,0,0.000191
713,1|R288,51.16359,280.4264,51.21308,280.9268,0,0,0,0,0,0,0.000248
714,1|R289,50.69224,280.1345,50.82788,280.6188,0,0,0,0,0,0,0.000657
715,1|R29,24.41223,210.5652,24.78969,211.1922,0,0,0,0,0,0,0.002367
716,1|R290,50.28094,279.7799,50.49861,280.2333,0,0,0,0,0,0,0.000987
717,1|R291,49.94296,279.3742,50.23604,279.7829,0,0,0,0,0,0,0.001198
718,1|R292,49.68843,278.9286,50.04802,279.2802,0,0,0,0,0,0,0.001264
719,1|R293,49.5254,278.4574,49.94058,278.7411,0,0,0,0,0,0,0.001178
720,1|R294,39.99124,255.2932,40.3687,255.9202,0,0,0,0,0,0,0.002367
721,1|R295,39.99123,253.2612,40.36869,253.8882,0,0,0,0,0,0,0.002367
722,1|R296,39.99124,251.2292,40.3687,251.8562,0,0,0,0,0,0,0.002367
723,1|R297,39.99123,249.1972,40.36869,249.8242,0,0,0,0,0,0,0.002367
724,1|R298,39.99123,247.1652,40.36869,247.7922,0,0,0,0,0,0,0.002367
725,1|R299,39.99124,245.1332,40.3687,245.7602,0,0,0,0,0,0,0.002367
726,1|R3,23.02573,219.1844,23.48387,219.3917,0,0,0,0,0,0,0.00095
727,1|R30,25.32724,210.5652,25.7047,211.1922,0,0,0,0,0,0,0.002367
728,1|R300,39.99123,243.1012,40.36869,243.7282,0,0,0,0,0,0,0.002367
729,1|R301,39.99124,241.0692,40.3687,241.6962,0,0,0,0,0,0,0.002367
730,1|R302,39.99123,239.0372,40.36869,239.6642,0,0,0,0,0,0,0.002367
731,1|R303,39.99124,237.0052,40.3687,237.6322,0,0,0,0,0,0,0.002367
732,1|R304,39.99123,234.9732,40.36869,235.6002,0,0,0,0,0,0,0.002367
733,1|R305,39.99123,232.9412,40.36869,233.5682,0,0,0,0,0,0,0.002367
734,1|R306,41.1113,232.2814,41.73824,232.6588,0,0,0,0,0,0,0.002366
735,1|R307,43.14329,232.2814,43.77023,232.6588,0,0,0,0,0,0,0.002366
736,1|R308,45.17529,232.2814,45.80223,232.6588,0,0,0,0,0,0,0.002366
737,1|R309,47.20729,232.2814,47.83423,232.6588,0,0,0,0,0,0,0.002366
738,1|R31,26.11423,210.5652,26.49169,211.1922,0,0,0,0,0,0,0.002367
739,1|R310,49.2393,232.2814,49.86624,232.6588,0,0,0,0,0,0,0.002366
740,1|R311,51.27128,232.2814,51.89822,232.6588,0,0,0,0,0,0,0.002366
741,1|R312,53.3033,232.2814,53.93024,232.6588,0,0,0,0,0,0,0.002366
742,1|R313,55.33529,232.2814,55.96223,232.6588,0,0,0,0,0,0,0.002366
743,1|R314,57.36729,232.2814,57.99423,232.6588,0,0,0,0,0,0,0.002366
744,1|R315,59.39929,232.2814,60.02623,232.6588,0,0,0,0,0,0,0.002366
745,1|R316,61.43129,232.2814,62.05823,232.6588,0,0,0,0,0,0,0.002366
746,1|R317,63.4633,232.2814,64.09024,232.6588,0,0,0,0,0,0,0.002366
747,1|R318,64.88322,232.9412,65.26068,233.5682,0,0,0,0,0,0,0.002367
748,1|R319,64.88322,234.9732,65.26068,235.6002,0,0,0,0,0,0,0.002367
749,1|R32,18.21522,207.6692,18.59268,208.2962,0,0,0,0,0,0,0.002367
750,1|R320,64.88324,237.0052,65.2607,237.6322,0,0,0,0,0,0,0.002367
751,1|R321,64.88322,239.0372,65.26068,239.6642,0,0,0,0,0,0,0.002367
752,1|R322,64.88324,241.0692,65.2607,241.6962,0,0,0,0,0,0,0.002367
753,1|R323,64.88322,243.1012,65.26068,243.7282,0,0,0,0,0,0,0.002367
754,1|R324,64.88324,245.1332,65.2607,245.7602,0,0,0,0,0,0,0.002367
755,1|R325,64.88322,247.1652,65.26068,247.7922,0,0,0,0,0,0,0.002367
756,1|R326,64.88322,249.1972,65.26068,249.8242,0,0,0,0,0,0,0.002367
757,1|R327,64.88324,251.2292,65.2607,251.8562,0,0,0,0,0,0,0.002367
758,1|R328,64.88322,253.2612,65.26068,253.8882,0,0,0,0,0,0,0.002367
759,1|R329,64.88324,255.2932,65.2607,255.9202,0,0,0,0,0,0,0.002367
760,1|R33,20.14523,207.9232,20.52269,208.5502,0,0,0,0,0,0,0.002367
761,1|R330,63.50389,256.3202,64.13083,256.6976,0,0,0,0,0,0,0.002366
762,1|R331,61.47188,256.3202,62.09882,256.6976,0,0,0,0,0,0,0.002366
763,1|R332,59.4399,256.3202,60.06684,256.6976,0,0,0,0,0,0,0.002366
764,1|R333,57.40789,256.3202,58.03483,256.6976,0,0,0,0,0,0,0.002366
765,1|R334,55.37589,256.3202,56.00283,256.6976,0,0,0,0,0,0,0.002366
766,1|R335,53.34389,256.3202,53.97083,256.6976,0,0,0,0,0,0,0.002366
767,1|R336,51.31189,256.3202,51.93883,256.6976,0,0,0,0,0,0,0.002366
768,1|R337,49.2799,256.3202,49.90684,256.6976,0,0,0,0,0,0,0.002366
769,1|R338,47.24788,256.3202,47.87482,256.6976,0,0,0,0,0,0,0.002366
770,1|R339,45.2159,256.3202,45.84284,256.6976,0,0,0,0,0,0,0.002366
771,1|R34,21.82223,208.1772,22.19969,208.8042,0,0,0,0,0,0,0.002367
772,1|R340,43.18389,256.3202,43.81083,256.6976,0,0,0,0,0,0,0.002366
773,1|R341,41.15189,256.3202,41.77883,256.6976,0,0,0,0,0,0,0.002366
774,1|R342,50.55132,188.1757,50.75869,188.6338,0,0,0,0,0,0,0.00095
775,1|R343,50.55132,187.0577,50.75869,187.5158,0,0,0,0,0,0,0.00095
776,1|R344,50.55132,185.8137,50.75869,186.2718,0,0,0,0,0,0,0.00095
777,1|R345,50.55132,184.3146,50.75869,184.7728,0,0,0,0,0,0,0.00095
778,1|R346,50.55132,182.5626,50.75869,183.0208,0,0,0,0,0,0,0.00095
779,1|R347,51.69827,188.9873,52.15641,189.1946,0,0,0,0,0,0,0.00095
780,1|R348,51.69827,188.3523,52.15641,188.5596,0,0,0,0,0,0,0.00095
781,1|R349,51.69827,187.5902,52.15641,187.7976,0,0,0,0,0,0,0.00095
782,1|R35,23.24423,208.4312,23.62169,209.0582,0,0,0,0,0,0,0.002367
783,1|R350,51.69827,186.5743,52.15641,186.7816,0,0,0,0,0,0,0.00095
784,1|R351,51.69827,185.3043,52.15641,185.5116,0,0,0,0,0,0,0.00095
785,1|R352,51.69827,183.7803,52.15641,183.9876,0,0,0,0,0,0,0.00095
786,1|R353,51.69827,182.0023,52.15641,182.2096,0,0,0,0,0,0,0.00095
787,1|R354,52.81626,188.9873,53.2744,189.1946,0,0,0,0,0,0,0.00095
788,1|R355,52.94326,188.3523,53.4014,188.5596,0,0,0,0,0,0,0.00095
789,1|R356,53.19726,187.5902,53.6554,187.7976,0,0,0,0,0,0,0.00095
790,1|R357,53.45127,186.5743,53.90941,186.7816,0,0,0,0,0,0,0.00095
791,1|R358,53.70526,185.3043,54.1634,185.5116,0,0,0,0,0,0,0.00095
792,1|R359,53.95927,183.7803,54.41741,183.9876,0,0,0,0,0,0,0.00095
793,1|R36,24.41223,208.6852,24.78969,209.3122,0,0,0,0,0,0,0.002367
794,1|R360,54.21326,182.0023,54.6714,182.2096,0,0,0,0,0,0,0.00095
795,1|R361,93.77111,293.4401,95.07903,296.7401,0,0,0,0,0,0,0.043161
796,1|R362,96.26009,293.694,97.56801,296.994,0,0,0,0,0,0,0.043161
797,1|R363,99.2571,293.948,100.565,297.248,0,0,0,0,0,0,0.043161
798,1|R364,102.7631,294.202,104.071,297.502,0,0,0,0,0,0,0.043161
799,1|R365,93.77111,288.665,95.07903,291.965,0,0,0,0,0,0,0.043161
800,1|R366,96.26009,288.665,97.56801,291.965,0,0,0,0,0,0,0.043161
801,1|R367,99.2571,288.665,100.565,291.965,0,0,0,0,0,0,0.043161
802,1|R368,102.7631,288.665,104.071,291.965,0,0,0,0,0,0,0.043161
803,1|R369,92.25009,285.52,95.55009,286.828,0,0,0,0,0,0,0.043164
804,1|R37,25.32724,208.9392,25.7047,209.5662,0,0,0,0,0,0,0.002367
805,1|R370,97.0251,285.52,100.3251,286.828,0,0,0,0,0,0,0.043164
806,1|R371,102.3081,285.52,105.6081,286.828,0,0,0,0,0,0,0.043164
807,1|R372,93.97493,279.2453,94.87493,281.1587,0,0,0,0,0,0,0.017221
808,1|R373,96.05792,279.4993,96.95792,281.4127,0,0,0,0,0,0,0.017221
809,1|R374,98.64891,279.7533,99.54891,281.6667,0,0,0,0,0,0,0.017221
810,1|R375,101.7469,280.0073,102.6469,281.9207,0,0,0,0,0,0,0.017221
811,1|R376,93.97493,275.7903,94.87493,277.7037,0,0,0,0,0,0,0.017221
812,1|R377,96.05792,275.7903,96.95792,277.7037,0,0,0,0,0,0,0.017221
813,1|R378,98.64891,275.7903,99.54891,277.7037,0,0,0,0,0,0,0.017221
814,1|R379,101.7469,275.7903,102.6469,277.7037,0,0,0,0,0,0,0.017221
815,1|R38,26.11423,209.0662,26.49169,209.6932,0,0,0,0,0,0,0.002367
816,1|R380,93.65041,273.0242,95.56374,273.9242,0,0,0,0,0,0,0.01722
817,1|R381,97.1044,273.0242,99.01773,273.9242,0,0,0,0,0,0,0.01722
818,1|R382,101.0674,273.0242,102.9807,273.9242,0,0,0,0,0,0,0.01722
819,1|R383,128.7403,294.3533,129.2056,295.3084,0,0,0,0,0,0,0.004444
820,1|R384,128.7403,292.0673,129.2056,293.0224,0,0,0,0,0,0,0.004444
821,1|R385,128.7403,289.7813,129.2056,290.7364,0,0,0,0,0,0,0.004444
822,1|R386,128.7403,287.4953,129.2056,288.4504,0,0,0,0,0,0,0.004444
823,1|R387,128.7403,285.2093,129.2056,286.1644,0,0,0,0,0,0,0.004444
824,1|R388,128.7403,282.9233,129.2056,283.8784,0,0,0,0,0,0,0.004444
825,1|R389,128.7403,280.6373,129.2056,281.5924,0,0,0,0,0,0,0.004444
826,1|R39,16.98869,204.3483,17.94378,204.8135,0,0,0,0,0,0,0.004443
827,1|R390,128.7403,278.3513,129.2056,279.3064,0,0,0,0,0,0,0.004444
828,1|R391,126.1162,268.2032,126.4937,268.8301,0,0,0,0,0,0,0.002367
829,1|R392,126.1162,265.9172,126.4937,266.5442,0,0,0,0,0,0,0.002367
830,1|R393,126.1162,263.6312,126.4937,264.2582,0,0,0,0,0,0,0.002367
831,1|R394,126.1162,261.3452,126.4937,261.9721,0,0,0,0,0,0,0.002367
832,1|R395,126.1162,259.0592,126.4937,259.6862,0,0,0,0,0,0,0.002367
833,1|R396,126.1162,256.7732,126.4937,257.4002,0,0,0,0,0,0,0.002367
834,1|R397,126.1162,254.4872,126.4937,255.1142,0,0,0,0,0,0,0.002367
835,1|R4,24.27072,219.1844,24.72886,219.3917,0,0,0,0,0,0,0.00095
836,1|R40,19.47769,204.3483,20.43278,204.8135,0,0,0,0,0,0,0.004443
837,1|R41,21.71269,204.3483,22.66778,204.8135,0,0,0,0,0,0,0.004443
838,1|R42,23.69468,204.3483,24.64977,204.8135,0,0,0,0,0,0,0.004443
839,1|R43,25.54868,204.3483,26.50377,204.8135,0,0,0,0,0,0,0.004443
840,1|R44,16.95353,202.3006,17.4188,203.2557,0,0,0,0,0,0,0.004444
841,1|R45,19.08653,202.3006,19.5518,203.2557,0,0,0,0,0,0,0.004444
842,1|R46,20.96653,202.3006,21.4318,203.2557,0,0,0,0,0,0,0.004444
843,1|R47,22.59153,202.3006,23.0568,203.2557,0,0,0,0,0,0,0.004444
844,1|R48,23.96354,202.3006,24.42881,203.2557,0,0,0,0,0,0,0.004444
845,1|R49,25.08154,202.3006,25.54681,203.2557,0,0,0,0,0,0,0.004444
846,1|R5,25.38773,219.1844,25.84587,219.3917,0,0,0,0,0,0,0.00095
847,1|R50,26.07153,202.3006,26.5368,203.2557,0,0,0,0,0,0,0.004444
848,1|R51,16.95353,199.0496,17.4188,200.0047,0,0,0,0,0,0,0.004444
849,1|R52,19.08653,199.3036,19.5518,200.2587,0,0,0,0,0,0,0.004444
850,1|R53,20.96653,199.5576,21.4318,200.5127,0,0,0,0,0,0,0.004444
851,1|R54,22.59153,199.8116,23.0568,200.7667,0,0,0,0,0,0,0.004444
852,1|R55,23.96354,200.0656,24.42881,201.0207,0,0,0,0,0,0,0.004444
853,1|R56,25.08154,200.3196,25.54681,201.2747,0,0,0,0,0,0,0.004444
854,1|R57,26.07153,200.4466,26.5368,201.4017,0,0,0,0,0,0,0.004444
855,1|R58,14.40784,195.3538,15.94085,196.1882,0,0,0,0,0,0,0.012791
856,1|R59,17.50685,195.3538,19.03986,196.1882,0,0,0,0,0,0,0.012791
857,1|R6,19.21432,217.7867,19.42169,218.2448,0,0,0,0,0,0,0.00095
858,1|R60,20.35184,195.3538,21.88485,196.1882,0,0,0,0,0,0,0.012791
859,1|R61,22.94185,195.3538,24.47486,196.1882,0,0,0,0,0,0,0.012791
860,1|R62,25.40584,195.3538,26.93885,196.1882,0,0,0,0,0,0,0.012791
861,1|R63,14.63084,192.7098,15.46527,194.2428,0,0,0,0,0,0,0.012792
862,1|R64,17.11985,192.7098,17.95428,194.2428,0,0,0,0,0,0,0.012792
863,1|R65,19.35484,192.7098,20.18927,194.2428,0,0,0,0,0,0,0.012792
864,1|R66,21.33685,192.7098,22.17128,194.2428,0,0,0,0,0,0,0.012792
865,1|R67,23.06384,192.7098,23.89827,194.2428,0,0,0,0,0,0,0.012792
866,1|R68,24.53684,192.7098,25.37127,194.2428,0,0,0,0,0,0,0.012792
867,1|R69,25.88284,192.7098,26.71727,194.2428,0,0,0,0,0,0,0.012792
868,1|R7,20.99233,217.7867,21.1997,218.2448,0,0,0,0,0,0,0.00095
869,1|R70,14.63084,188.8488,15.46527,190.3818,0,0,0,0,0,0,0.012792
870,1|R71,17.11985,189.1028,17.95428,190.6358,0,0,0,0,0,0,0.012792
871,1|R72,19.35484,189.3568,20.18927,190.8898,0,0,0,0,0,0,0.012792
872,1|R73,21.33685,189.6108,22.17128,191.1438,0,0,0,0,0,0,0.012792
873,1|R74,23.06384,189.8648,23.89827,191.3978,0,0,0,0,0,0,0.012792
874,1|R75,24.53684,190.1188,25.37127,191.6518,0,0,0,0,0,0,0.012792
875,1|R76,25.88284,190.2458,26.71727,191.7788,0,0,0,0,0,0,0.012792
876,1|R77,11.24421,184.6752,13.32624,185.973,0,0,0,0,0,0,0.027021
877,1|R78,15.10421,184.6752,17.18624,185.973,0,0,0,0,0,0,0.027021
878,1|R79,18.7112,184.6752,20.79323,185.973,0,0,0,0,0,0,0.027021
879,1|R8,22.51632,217.7867,22.72369,218.2448,0,0,0,0,0,0,0.00095
880,1|R80,22.0642,184.6752,24.14623,185.973,0,0,0,0,0,0,0.027021
881,1|R81,25.2902,184.6752,27.37223,185.973,0,0,0,0,0,0,0.027021
882,1|R82,11.66406,181.3921,12.96183,183.4742,0,0,0,0,0,0,0.027021
883,1|R83,14.61006,181.3921,15.90783,183.4742,0,0,0,0,0,0,0.027021
884,1|R84,17.30307,181.3921,18.60084,183.4742,0,0,0,0,0,0,0.027021
885,1|R85,19.74106,181.3921,21.03883,183.4742,0,0,0,0,0,0,0.027021
886,1|R86,21.92506,181.3921,23.22283,183.4742,0,0,0,0,0,0,0.027021
887,1|R87,23.85606,181.3921,25.15383,183.4742,0,0,0,0,0,0,0.027021
888,1|R88,25.65906,181.3921,26.95683,183.4742,0,0,0,0,0,0,0.027021
889,1|R89,11.66406,176.7691,12.96183,178.8512,0,0,0,0,0,0,0.027021
890,1|R9,23.78632,217.7867,23.99369,218.2448,0,0,0,0,0,0,0.00095
891,1|R90,14.61006,177.0231,15.90783,179.1052,0,0,0,0,0,0,0.027021
892,1|R91,17.30307,177.2771,18.60084,179.3592,0,0,0,0,0,0,0.027021
893,1|R92,19.74106,177.5311,21.03883,179.6132,0,0,0,0,0,0,0.027021
894,1|R93,21.92506,177.7851,23.22283,179.8672,0,0,0,0,0,0,0.027021
895,1|R94,23.85606,178.0391,25.15383,180.1212,0,0,0,0,0,0,0.027021
896,1|R95,25.65906,178.1661,26.95683,180.2482,0,0,0,0,0,0,0.027021
897,1|R96,9.918992,172.2309,13.019,173.7351,0,0,0,0,0,0,0.04663
898,1|R97,14.745,172.2309,17.84501,173.7351,0,0,0,0,0,0,0.04663
899,1|R98,19.31699,172.2309,22.417,173.7351,0,0,0,0,0,0,0.04663
900,1|R99,23.762,172.2309,26.86201,173.7351,0,0,0,0,0,0,0.04663
901,1|RN1,143.9354,190.646,145.5067,193.888,0,0,0,0,0,0,0.050942
902,1|RN10,147.9771,183.9623,151.2191,185.5337,0,0,0,0,0,0,0.050945
903,1|RN11,151.9901,183.9623,155.2321,185.5337,0,0,0,0,0,0,0.050945
904,1|RN2,147.0594,190.9,148.6307,194.142,0,0,0,0,0,0,0.050942
905,1|RN3,150.3104,191.154,151.8817,194.396,0,0,0,0,0,0,0.050942
906,1|RN4,153.8164,191.408,155.3877,194.65,0,0,0,0,0,0,0.050942
907,1|RN5,143.9354,186.76,145.5067,190.002,0,0,0,0,0,0,0.050942
908,1|RN6,147.0594,186.76,148.6307,190.002,0,0,0,0,0,0,0.050942
909,1|RN7,150.3104,186.76,151.8817,190.002,0,0,0,0,0,0,0.050942
910,1|RN8,153.8164,186.76,155.3877,190.002,0,0,0,0,0,0,0.050942
911,1|RN9,144.0911,183.9623,147.3331,185.5337,0,0,0,0,0,0,0.050945
912,1|U1,114.5694,210.7978,116.2246,212.1978,0,0,0,0,0,0,0.023173
913,1|U10,114.3819,199.87,116.5622,201.878,0,0,0,0,0,0,0.04378
914,1|U11,117.8359,199.87,120.0162,201.878,0,0,0,0,0,0,0.04378
915,1|U12,121.7989,199.87,123.9792,201.878,0,0,0,0,0,0,0.04378
916,1|U13,114.3819,197.178,116.5622,199.186,0,0,0,0,0,0,0.04378
917,1|U14,117.4069,196.778,119.5872,198.786,0,0,0,0,0,0,0.04378
918,1|U15,121.7989,197.178,123.9792,199.186,0,0,0,0,0,0,0.04378
919,1|U16,114.3819,193.977,116.5622,195.985,0,0,0,0,0,0,0.04378
920,1|U17,117.8359,193.977,120.0162,195.985,0,0,0,0,0,0,0.04378
921,1|U18,121.7989,193.977,123.9792,195.985,0,0,0,0,0,0,0.04378
922,1|U19,114.1024,187.148,116.8917,189.912,0,0,0,0,0,0,0.077096
923,1|U2,117.2114,210.7978,118.8665,212.1978,0,0,0,0,0,0,0.023171
924,1|U20,118.0144,187.148,120.8037,189.912,0,0,0,0,0,0,0.077096
925,1|U21,122.4334,187.148,125.2227,189.912,0,0,0,0,0,0,0.077096
926,1|U22,114.1024,183.643,116.8917,186.407,0,0,0,0,0,0,0.077096
927,1|U23,117.5344,183.243,120.3237,186.007,0,0,0,0,0,0,0.077096
928,1|U24,122.4334,183.643,125.2227,186.407,0,0,0,0,0,0,0.077096
929,1|U25,114.1024,179.629,116.8917,182.393,0,0,0,0,0,0,0.077096
930,1|U26,118.0144,179.629,120.8037,182.393,0,0,0,0,0,0,0.077096
931,1|U27,122.4334,179.629,125.2227,182.393,0,0,0,0,0,0,0.077096
932,1|U28,126.2801,210.4255,128.922,213.1725,0,0,0,0,0,0,0.072573
933,1|U29,130.1921,210.4255,132.834,213.1725,0,0,0,0,0,0,0.072573
934,1|U3,120.3604,210.7978,122.0155,212.1978,0,0,0,0,0,0,0.023171
935,1|U30,134.6121,210.4255,137.254,213.1725,0,0,0,0,0,0,0.072573
936,1|U31,126.2801,206.9205,128.922,209.6675,0,0,0,0,0,0,0.072573
937,1|U32,130.1921,206.9205,132.834,209.6675,0,0,0,0,0,0,0.072573
938,1|U33,134.6121,206.9205,137.254,209.6675,0,0,0,0,0,0,0.072573
939,1|U34,126.2801,202.9075,128.922,205.6545,0,0,0,0,0,0,0.072573
940,1|U35,130.1921,202.9075,132.834,205.6545,0,0,0,0,0,0,0.072573
941,1|U36,134.6121,202.9075,137.254,205.6545,0,0,0,0,0,0,0.072573
942,1|U37,127.4832,196.88,129.5469,198.83,0,0,0,0,0,0,0.040242
943,1|U38,130.9382,196.88,133.0019,198.83,0,0,0,0,0,0,0.040242
944,1|U39,134.9002,196.88,136.9639,198.83,0,0,0,0,0,0,0.040242
945,1|U4,114.5694,208.5878,116.2246,209.9878,0,0,0,0,0,0,0.023173
946,1|U40,127.4842,194.187,129.5479,196.137,0,0,0,0,0,0,0.040242
947,1|U41,130.9392,194.188,133.0029,196.138,0,0,0,0,0,0,0.040242
948,1|U42,134.9002,194.187,136.9639,196.137,0,0,0,0,0,0,0.040242
949,1|U43,127.4842,190.987,129.5479,192.937,0,0,0,0,0,0,0.040242
950,1|U44,130.9382,190.987,133.0019,192.937,0,0,0,0,0,0,0.040242
951,1|U45,134.9002,190.987,136.9639,192.937,0,0,0,0,0,0,0.040242
952,1|U46,129.3271,185.4335,131.0071,186.9085,0,0,0,0,0,0,0.02478
953,1|U47,131.9681,185.4335,133.6481,186.9085,0,0,0,0,0,0,0.02478
954,1|U48,135.1181,185.4335,136.7981,186.9085,0,0,0,0,0,0,0.02478
955,1|U49,129.3271,183.2235,131.0071,184.6985,0,0,0,0,0,0,0.02478
956,1|U5,116.9316,208.3282,118.5867,209.7282,0,0,0,0,0,0,0.023171
